MODIFICATION FLAG	RECORD KEY	GROUP KEY	ASSET CATEGORY	OWNER KEY	OWNER BIC	ISO CURRENCY CODE	CORRESPONDENT BIC	ACCOUNT NUMBER	PREFERRED	INTERMEDIARY 1 BIC	INTERMEDIARY 1 AC NUMBER	INTERMEDIARY 2 BIC	INTERMEDIARY 2 AC NUMBER	INSTITUTION NAME	CITY	CPS	COUNTRY NAME	ISO COUNTRY CODE	START DATE	STOP DATE	FIELD A	FIELD B
A	SI000000ARL0	SI000000ARL0	WHLS	BD0000000HSX	BSCHESMMXXX	HUF	MKKBHUHBXXX	HU30103000022051776600003285						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARL1	SI000000ARL1	WHLS	BD0000000HSX	BSCHESMMXXX	ILS	POALILITXXX	600-576353						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARL2	SI000000ARL2	WHLS	BD0000000HSX	BSCHESMMXXX	JPY	BOTKJPJTXXX	653-0402273						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARL3	SI000000ARL3	WHLS	BD0000000HSX	BSCHESMMXXX	MAD	BCMAMAMCXXX	016B902403 13331						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARL4	SI000000ARL4	WHLS	BD0000000HSX	BSCHESMMXXX	MXN	BMSXMXMMXXX	141535						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARL5	SI000000ARL5	WHLS	BD0000000HSX	BSCHESMMXXX	NOK	NDEANOKKXXX	NO1460010229017						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARL6	SI000000ARL6	WHLS	BD0000000HSX	BSCHESMMXXX	NZD	ANZBNZ22058	21 2688 / 001NZD						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARL7	SI000000ARL7	WHLS	BD0000000HSX	BSCHESMMXXX	PLN	PKOPPLPWXXX	PL19124000013111504111120301						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401	20120415		
A	SI000000ARL8	SI000000ARL8	WHLS	BD0000000HSX	BSCHESMMXXX	RUB	VTBRRUMMXXX	30111810755550000136						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401	20111113		
A	SI000000ARL9	SI000000ARL9	WHLS	BD0000000HSX	BSCHESMMXXX	SEK	HANDSESSXXX	SE9860000000000040389189						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARLA	SI000000ARLA	WHLS	BD0000000HSX	BSCHESMMXXX	SGD	OCBCSGSGXXX	501474001001						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARLB	SI000000ARLB	WHLS	BD0000000HSX	BSCHESMMXXX	THB	BKKBTHBKXXX	610-321						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARLC	SI000000ARLC	WHLS	BD0000000HSX	BSCHESMMXXX	TRY	YAPITRISXXX	TR580006701000000051708299						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARLD	SI000000ARLD	WHLS	BD0000000HSX	BSCHESMMXXX	USD	CITIUS33XXX	10936195						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARLE	SI000000ARLE	WHLS	BD0000000HSX	BSCHESMMXXX	USD	BKTRUS33XXX	04001908						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARLF	SI000000ARLF	WHLS	BD0000000HSX	BSCHESMMXXX	XAU	CHASGB2LBUL	01598						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000ARLG	SI000000ARLG	WHLS	BD0000000HSX	BSCHESMMXXX	ZAR	ABSAZAJJXXX	709915ZAR671201						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20110401			
A	SI000000CHR5	SI000000CHR5	ANYY	BD0000000HSX	BSCHESMMXXX	PLN	WBKPPLPPXXX	PL86109000040000001178610035						BANCO SANTANDER S.A.	MADRID		SPAIN	ES	20120416			
A	SI0000008UXE	SI0000008UXE	ANYY	BD0000000HSY	BSCHFRPPXXX	EUR	BSCHESMMXXX	ES3000495494832010144332						BANCO SANTANDER S.A.	PARIS		FRANCE	FR				
A	SI0000008UXF	SI0000008UXF	ANYY	BD0000000HSY	BSCHFRPPXXX	USD	BKTRUS33XXX	04-087-414						BANCO SANTANDER S.A.	PARIS		FRANCE	FR				
A	SI0000008UXG	SI0000008UXG	ANYY	BD0000000HSY	BSCHFRPPXXX	GBP	RBOSGB2LXXX	GB62RBOS16003412028693						BANCO SANTANDER S.A.	PARIS		FRANCE	FR				
A	SI0000008UXH	SI0000008UXH	ANYY	BD0000000HSY	BSCHFRPPXXX	JPY	MHCBJPJTXXX	0148330						BANCO SANTANDER S.A.	PARIS		FRANCE	FR				
A	SI0000008UXI	SI0000008UXI	ANYY	BD0000000HSY	BSCHFRPPXXX	CHF	UBSWCHZH80A	02300000034226050000A						BANCO SANTANDER S.A.	PARIS		FRANCE	FR				
A	SI0000008UXJ	SI0000008UXJ	ANYY	BD0000000HSY	BSCHFRPPXXX	NOK	NDEANOKKXXX	60010217612/BDERPAR						BANCO SANTANDER S.A.	PARIS		FRANCE	FR				
A	SI0000008UXK	SI0000008UXK	ANYY	BD0000000HSY	BSCHFRPPXXX	MXN	BMSXMXMMXXX	140118						BANCO SANTANDER S.A.	PARIS		FRANCE	FR				
A	SI0000008UXL	SI0000008UXL	ANYY	BD0000000HSY	BSCHFRPPXXX	SEK	HANDSESSXXX			BSCHESMMXXX	ES6900495494802110449052			BANCO SANTANDER S.A.	PARIS		FRANCE	FR				
A	SI0000008UXM	SI0000008UXM	ANYY	BD0000000HSY	BSCHFRPPXXX	CAD	ROYCCAT2XXX			BSCHESMMXXX	ES1700495494852910027727			BANCO SANTANDER S.A.	PARIS		FRANCE	FR				
A	SI0000008UXN	SI0000008UXN	ANYY	BD0000000HSY	BSCHFRPPXXX	DKK	NDEADKKKXXX	5000408798						BANCO SANTANDER S.A.	PARIS		FRANCE	FR				
A	SI000000COK9	SI000000COK9	COPA	BD0000000HT4	BSCHKYKXXXX	AUD	WPACAU2SXXX	EUR0001970						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKA	SI000000COKA	WHLS	BD0000000HT4	BSCHKYKXXXX	AUD	WPACAU2SXXX	EUR0001970						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKB	SI000000COKB	COPA	BD0000000HT4	BSCHKYKXXXX	CAD	ROYCCAT2XXX	95912362622						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKC	SI000000COKC	WHLS	BD0000000HT4	BSCHKYKXXXX	CAD	ROYCCAT2XXX	95912362622						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKD	SI000000COKD	COPA	BD0000000HT4	BSCHKYKXXXX	EUR	BSCHESMMXXX	15454						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKE	SI000000COKE	WHLS	BD0000000HT4	BSCHKYKXXXX	EUR	BSCHESMMXXX	15454						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKF	SI000000COKF	COPA	BD0000000HT4	BSCHKYKXXXX	GBP	RBOSGB2LXXX	16003410005904						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKG	SI000000COKG	WHLS	BD0000000HT4	BSCHKYKXXXX	GBP	RBOSGB2LXXX	16003410005904						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKH	SI000000COKH	COPA	BD0000000HT4	BSCHKYKXXXX	JPY	SCBLJPJTXXX	2038021110						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKI	SI000000COKI	WHLS	BD0000000HT4	BSCHKYKXXXX	JPY	SCBLJPJTXXX	2038021110						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKJ	SI000000COKJ	COPA	BD0000000HT4	BSCHKYKXXXX	MXN	BMSXMXMMSSS	1004398						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKK	SI000000COKK	WHLS	BD0000000HT4	BSCHKYKXXXX	MXN	BMSXMXMMSSS	1004398						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKL	SI000000COKL	COPA	BD0000000HT4	BSCHKYKXXXX	SEK	ESSESESSENS	52018532901						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKM	SI000000COKM	WHLS	BD0000000HT4	BSCHKYKXXXX	SEK	ESSESESSENS	52018532901						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKN	SI000000COKN	COPA	BD0000000HT4	BSCHKYKXXXX	USD	IRVTUS3NXXX	8900043296						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI000000COKO	SI000000COKO	WHLS	BD0000000HT4	BSCHKYKXXXX	USD	IRVTUS3NXXX	8900043296						BANCO SANTANDER (BRASIL) SA GRAND CAYMAN BRANCH	GEORGETOWN		CAYMAN ISLANDS	KY	20111025			
A	SI00000002RX	SI00000002RX	COPA	BD00000010MP	HANDCNSHXXX	AUD	WPACAU2SXXX	SVA0001973						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI0000000L89	SI0000000L89	COPA	BD00000010MP	HANDCNSHXXX	DKK	HANDDKKKXXX	DK6808800003901261						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI0000000RD3	SI0000000RD3	COPA	BD00000010MP	HANDCNSHXXX	EUR	HANDDEFFXXX	DE39514206001151014009						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI00000013F1	SI00000013F1	COPA	BD00000010MP	HANDCNSHXXX	GBP	HANDGB22XXX	16574001						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI0000001A51	SI0000001A51	COPA	BD00000010MP	HANDCNSHXXX	HKD	HANDHKHHXXX	0000280001						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI0000001JK4	SI0000001JK4	COPA	BD00000010MP	HANDCNSHXXX	JPY	SMBCJPJTXXX	4335						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI0000001SOZ	SI0000001SOZ	COPA	BD00000010MP	HANDCNSHXXX	NOK	HANDNOKKXXX	NO4883960204010						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI00000021D2	SI00000021D2	COPA	BD00000010MP	HANDCNSHXXX	SEK	HANDSESSXXX	40326209						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI00000023TH	SI00000023TH	COPA	BD00000010MP	HANDCNSHXXX	SGD	HANDSGSGXXX	0000280000						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI0000002CSF	SI0000002CSF	ANYY	BD00000010MP	HANDCNSHXXX	USD	CITIUS33XXX	36248139						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN		20120319		
A	SI000000B1PG	SI000000B1PG	COPA	BD00000010MP	HANDCNSHXXX	USD	CHASUS33XXX							"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN	20120320			
A	SI000000B1PH	SI000000B1PH	WHLS	BD00000010MP	HANDCNSHXXX	USD	CHASUS33XXX							"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN	20120320			
A	SI000000CY9Z	SI000000CY9Z	WHLS	BD00000010MP	HANDCNSHXXX	AUD	WPACAU2SXXX	SVA0001973						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI000000CYA0	SI000000CYA0	WHLS	BD00000010MP	HANDCNSHXXX	CAD	ROYCCAT2XXX	"09591-1042910, SRF:535-513-642"						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI000000CYA1	SI000000CYA1	COPA	BD00000010MP	HANDCNSHXXX	CAD	ROYCCAT2XXX	"09591-1042910, SRF:535-513-642"						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI000000CYA2	SI000000CYA2	WHLS	BD00000010MP	HANDCNSHXXX	DKK	HANDDKKKXXX	DK6808800003901261						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI000000CYA3	SI000000CYA3	WHLS	BD00000010MP	HANDCNSHXXX	EUR	HANDDEFFXXX	DE39514206001151014009						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI000000CYAA	SI000000CYAA	WHLS	BD00000010MP	HANDCNSHXXX	GBP	HANDGB22XXX	16574001						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI000000CYAD	SI000000CYAD	WHLS	BD00000010MP	HANDCNSHXXX	HKD	HANDHKHHXXX	0000280001						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI000000CYAG	SI000000CYAG	WHLS	BD00000010MP	HANDCNSHXXX	JPY	SMBCJPJTXXX	4335						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI000000CYAP	SI000000CYAP	WHLS	BD00000010MP	HANDCNSHXXX	NOK	HANDNOKKXXX	NO4883960204010						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI000000CYAU	SI000000CYAU	WHLS	BD00000010MP	HANDCNSHXXX	SEK	HANDSESSXXX	40326209						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI000000CYAW	SI000000CYAW	WHLS	BD00000010MP	HANDCNSHXXX	SGD	HANDSGSGXXX	0000280000						"SVENSKA HANDELSBANKEN AB, SHANGHAI BRANCH"	SHANGHAI		CHINA	CN				
A	SI00000002RZ	SI00000002RZ	COPA	BD00000010MQ	HANDDEFFXXX	AUD	WPACAU2SXXX	HAH0002977						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000000772	SI0000000772	COPA	BD00000010MQ	HANDDEFFXXX	CAD	ROYCCAT2XXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000000DVN	SI0000000DVN	COPA	BD00000010MQ	HANDDEFFXXX	CHF	UBSWCHZH80A	CH420023023002084105R						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000000JF7	SI0000000JF7	COPA	BD00000010MQ	HANDDEFFXXX	CZK	BACXCZPPXXX	2102228953						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000000L8A	SI0000000L8A	ANYY	BD00000010MQ	HANDDEFFXXX	DKK	DABADKKKXXX	DK6608800003900133						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE		20120917		
A	SI00000013F3	SI00000013F3	COPA	BD00000010MQ	HANDDEFFXXX	GBP	HANDGB22XXX	GB61HAND405 6212128016						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000001A53	SI0000001A53	COPA	BD00000010MQ	HANDDEFFXXX	HKD	HANDHKHHXXX	50003						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000001JK5	SI0000001JK5	COPA	BD00000010MQ	HANDDEFFXXX	JPY	BOTKJPJTXXX	653-0440116						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000001SP0	SI0000001SP0	COPA	BD00000010MQ	HANDDEFFXXX	NOK	HANDNOKKXXX	NO2583960237016						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000001V2C	SI0000001V2C	COPA	BD00000010MQ	HANDDEFFXXX	NZD	WPACNZ2WXXX	RET216911NZD220001						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000001XHS	SI0000001XHS	COPA	BD00000010MQ	HANDDEFFXXX	PLN	HANDPLPWXXX	PL47225000010000000212121451						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI00000021D3	SI00000021D3	COPA	BD00000010MQ	HANDDEFFXXX	SEK	HANDSESSXXX	SE1960000000000040315339						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI00000023TI	SI00000023TI	COPA	BD00000010MQ	HANDDEFFXXX	SGD	HANDSGSGXXX	50001						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000002CSH	SI0000002CSH	ANYY	BD00000010MQ	HANDDEFFXXX	USD	PNBPUS3NNYC	2000193003239						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE		20120319		
A	SI0000002JD0	SI0000002JD0	ANYY	BD00000010MQ	HANDDEFFXXX	ZAR	ABSAZAJJXXX	028670ZAR671201						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE		20120917		
A	SI0000008V6T	SI0000008V6T	COPA	BD00000010MQ	HANDDEFFXXX	AED	BBMEAEADXXX	022-067730-001						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000008V6V	SI0000008V6V	COPA	BD00000010MQ	HANDDEFFXXX	HRK	RZBHHR2XXXX	HR7524840085190000586						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000008V6W	SI0000008V6W	COPA	BD00000010MQ	HANDDEFFXXX	HUF	BACXHUHBXXX	11737000						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000008V6X	SI0000008V6X	COPA	BD00000010MQ	HANDDEFFXXX	LTL	CBVILT2XXXX	LT567044060006930225						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000008V6Y	SI0000008V6Y	COPA	BD00000010MQ	HANDDEFFXXX	LVL	HABALV22XXX	LV17HABA0557025441249						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000008V6Z	SI0000008V6Z	COPA	BD00000010MQ	HANDDEFFXXX	RON	HANDSESSXXX	44740069						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000008V70	SI0000008V70	COPA	BD00000010MQ	HANDDEFFXXX	RUB	IMBKRUMMXXX	001256677RUR400202						"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI0000009BLZ	SI0000009BLZ	WHLS	BD00000010MQ	HANDDEFFXXX	CAD	ROYCCAT2XXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000AZ41	SI000000AZ41	ANYY	BD00000010MQ	HANDDEFFXXX	USD	PNBPUS3NNYC							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE		20120319		
A	SI000000AZ42	SI000000AZ42	COPA	BD00000010MQ	HANDDEFFXXX	ZAR	ABSAZAJJXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000AZ43	SI000000AZ43	ANYY	BD00000010MQ	HANDDEFFXXX	EUR	MARKDEFFXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE		20120917		
A	SI000000B1OM	SI000000B1OM	COPA	BD00000010MQ	HANDDEFFXXX	USD	CHASUS33XXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE	20120320			
A	SI000000B1ON	SI000000B1ON	WHLS	BD00000010MQ	HANDDEFFXXX	USD	CHASUS33XXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE	20120320			
A	SI000000CY8Y	SI000000CY8Y	WHLS	BD00000010MQ	HANDDEFFXXX	AED	BBMEAEADXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY8Z	SI000000CY8Z	WHLS	BD00000010MQ	HANDDEFFXXX	AUD	WPACAU2SXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY90	SI000000CY90	WHLS	BD00000010MQ	HANDDEFFXXX	CHF	UBSWCHZH80A							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY91	SI000000CY91	WHLS	BD00000010MQ	HANDDEFFXXX	CZK	BACXCZPPXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY92	SI000000CY92	COPA	BD00000010MQ	HANDDEFFXXX	DKK	HANDDKKKXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY93	SI000000CY93	WHLS	BD00000010MQ	HANDDEFFXXX	DKK	HANDDKKKXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY95	SI000000CY95	WHLS	BD00000010MQ	HANDDEFFXXX	GBP	HANDGB22XXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY96	SI000000CY96	WHLS	BD00000010MQ	HANDDEFFXXX	HKD	HANDHKHHXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY97	SI000000CY97	WHLS	BD00000010MQ	HANDDEFFXXX	HRK	RZBHHR2XXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY98	SI000000CY98	WHLS	BD00000010MQ	HANDDEFFXXX	HUF	BACXHUHBXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY99	SI000000CY99	WHLS	BD00000010MQ	HANDDEFFXXX	JPY	BOTKJPJTXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9A	SI000000CY9A	WHLS	BD00000010MQ	HANDDEFFXXX	LTL	CBVILT2XXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9B	SI000000CY9B	WHLS	BD00000010MQ	HANDDEFFXXX	LVL	HABALV22XXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9C	SI000000CY9C	COPA	BD00000010MQ	HANDDEFFXXX	MXN	HANDSESSXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9D	SI000000CY9D	WHLS	BD00000010MQ	HANDDEFFXXX	MXN	HANDSESSXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9E	SI000000CY9E	WHLS	BD00000010MQ	HANDDEFFXXX	NOK	HANDNOKKXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9F	SI000000CY9F	WHLS	BD00000010MQ	HANDDEFFXXX	NZD	WPACNZ2WXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9G	SI000000CY9G	WHLS	BD00000010MQ	HANDDEFFXXX	PLN	HANDPLPWXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
