MODIFICATION FLAG	RECORD KEY	INSTITUTION NAME	COUNTRY NAME	ISO COUNTRY CODE	IBAN ISO COUNTRY CODE	IBAN BIC	ROUTING BIC	IBAN NATIONAL ID	SERVICE CONTEXT	FIELD A	FIELD B
A	IB00000007V0	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ40A	CRESCHZZ40A	04061	SEPA		
A	IB00000007V1	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ40A	CRESCHZZ40A	04073	SEPA		
A	IB00000007V2	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ40E	CRESCHZZ40E	05307	SEPA		
A	IB00000007V3	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ41A	CRESCHZZ41A	04115	SEPA		
A	IB00000007V4	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ41D	CRESCHZZ41D	04017	SEPA		
A	IB00000007V5	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ41E	CRESCHZZ41E	04614	SEPA		
A	IB00000007V6	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ41G	CRESCHZZ41G	04528	SEPA		
A	IB00000007V7	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ41R	CRESCHZZ41R	00567	SEPA		
A	IB00000007V8	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ41S	CRESCHZZ41S	05318	SEPA		
A	IB00000007V9	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ42A	CRESCHZZ42A	05308	SEPA		
A	IB00000007VA	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ43A	CRESCHZZ43A	04607	SEPA		
A	IB00000007VB	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ44A	CRESCHZZ44A	04446	SEPA		
A	IB00000007VC	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ44F	CRESCHZZ44F	04243	SEPA		
A	IB00000007VD	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ45A	CRESCHZZ45A	04685	SEPA		
A	IB00000007VE	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ46A	CRESCHZZ46A	04499	SEPA		
A	IB00000007VF	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ46A	CRESCHZZ46A	04556	SEPA		
A	IB00000007VG	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ47A	CRESCHZZ47A	05313	SEPA		
A	IB00000007VH	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ48A	CRESCHZZ48A	04814	SEPA		
A	IB00000007VI	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ49A	CRESCHZZ49A	04419	SEPA		
A	IB00000007VJ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ49R	CRESCHZZ49R	05373	SEPA		
A	IB00000007VK	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ50A	CRESCHZZ50A	04003	SEPA		
A	IB00000007VL	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ50B	CRESCHZZ50B	04665	SEPA		
A	IB00000007VM	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ54A	CRESCHZZ54A	04050	SEPA		
A	IB00000007VN	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ60A	CRESCHZZ60A	04463	SEPA		
A	IB00000007VO	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ60A	CRESCHZZ60A	04465	SEPA		
A	IB00000007VP	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ60A	CRESCHZZ60A	04467	SEPA		
A	IB00000007VQ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ60K	CRESCHZZ60K	04204	SEPA		
A	IB00000007VR	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ60M	CRESCHZZ60M	04358	SEPA		
A	IB00000007VS	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ60P	CRESCHZZ60P	04656	SEPA		
A	IB00000007VT	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ60P	CRESCHZZ60P	05377	SEPA		
A	IB00000007VU	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ60S	CRESCHZZ60S	05347	SEPA		
A	IB00000007VV	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ61A	CRESCHZZ61A	05357	SEPA		
A	IB00000007VW	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ62R	CRESCHZZ62R	05319	SEPA		
A	IB00000007VX	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ63A	CRESCHZZ63A	04823	SEPA		
A	IB00000007VY	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ63N	CRESCHZZ63N	04697	SEPA		
A	IB00000007VZ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ63S	CRESCHZZ63S	05351	SEPA		
A	IB00000007W0	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ64A	CRESCHZZ64A	00590	SEPA		
A	IB00000007W1	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ64E	CRESCHZZ64E	04674	SEPA		
A	IB00000007W2	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ64K	CRESCHZZ64K	04020	SEPA		
A	IB00000007W3	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ65A	CRESCHZZ65A	04108	SEPA		
A	IB00000007W4	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ65A	CRESCHZZ65A	04322	SEPA		
A	IB00000007W5	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ65B	CRESCHZZ65B	00594	SEPA		
A	IB00000007W6	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ65C	CRESCHZZ65C	04625	SEPA		
A	IB00000007W7	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ65G	CRESCHZZ65G	04712	SEPA		
A	IB00000007W8	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ65R	CRESCHZZ65R	00506	SEPA		
A	IB00000007W9	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ65V	CRESCHZZ65V	05321	SEPA		
A	IB00000007WA	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ66A	CRESCHZZ66A	04451	SEPA		
A	IB00000007WB	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ66C	CRESCHZZ66C	04041	SEPA		
A	IB00000007WC	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ66D	CRESCHZZ66D	00588	SEPA		
A	IB00000007WD	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ66E	CRESCHZZ66E	04497	SEPA		
A	IB00000007WE	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ66F	CRESCHZZ66F	05348	SEPA		
A	IB00000007WF	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ67A	CRESCHZZ67A	00591	SEPA		
A	IB00000007WG	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ67B	CRESCHZZ67B	05306	SEPA		
A	IB00000007WH	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ68B	CRESCHZZ68B	04172	SEPA		
A	IB00000007WI	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ68S	CRESCHZZ68S	00530	SEPA		
A	IB00000007WJ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ69A	CRESCHZZ69A	04456	SEPA		
A	IB00000007WK	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ69A	CRESCHZZ69A	04457	SEPA		
A	IB00000007WL	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ69A	CRESCHZZ69A	04458	SEPA		
A	IB00000007WM	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ69B	CRESCHZZ69B	04459	SEPA		
A	IB00000007WN	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ69R	CRESCHZZ69R	00564	SEPA		
A	IB00000007WO	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ69S	CRESCHZZ69S	00579	SEPA		
A	IB00000007WP	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ70A	CRESCHZZ70A	04175	SEPA		
A	IB00000007WQ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ70E	CRESCHZZ70E	04036	SEPA		
A	IB00000007WR	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ72B	CRESCHZZ72B	04381	SEPA		
A	IB00000007WS	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ72D	CRESCHZZ72D	04187	SEPA		
A	IB00000007WT	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ72D	CRESCHZZ72D	04188	SEPA		
A	IB00000007WU	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ73C	CRESCHZZ73C	04049	SEPA		
A	IB00000007WV	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ75A	CRESCHZZ75A	04647	SEPA		
A	IB00000007WW	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ75A	CRESCHZZ75A	04648	SEPA		
A	IB00000007WX	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ75B	CRESCHZZ75B	04654	SEPA		
A	IB00000007WY	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ75C	CRESCHZZ75C	04574	SEPA		
A	IB00000007WZ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ75H	CRESCHZZ75H	04667	SEPA		
A	IB00000007X0	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80A	CRESCHZZ80A	04106	SEPA		
A	IB00000007X1	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80A	CRESCHZZ80A	04660	SEPA		
A	IB00000007X2	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80A	CRESCHZZ80A	04893	SEPA		
A	IB00000007X3	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80A	CRESCHZZ80A	05212	SEPA		
A	IB00000007X4	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80B	CRESCHZZ80B	04839	SEPA		
A	IB00000007X5	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80B	CRESCHZZ80B	04850	SEPA		
A	IB00000007X6	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80B	CRESCHZZ80B	04852	SEPA		
A	IB00000007X7	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80C	CRESCHZZ80C	04842	SEPA		
A	IB00000007X8	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80D	CRESCHZZ80D	04860	SEPA		
A	IB00000007X9	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80E	CRESCHZZ80E	04837	SEPA		
A	IB00000007XA	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80F	CRESCHZZ80F	04857	SEPA		
A	IB00000007XB	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80F	CRESCHZZ80F	04864	SEPA		
A	IB00000007XC	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80G	CRESCHZZ80G	04862	SEPA		
A	IB00000007XD	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80H	CRESCHZZ80H	04865	SEPA		
A	IB00000007XE	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80J	CRESCHZZ80J	00558	SEPA		
A	IB00000007XF	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80J	CRESCHZZ80J	00559	SEPA		
A	IB00000007XG	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80L	CRESCHZZ80L	04879	SEPA		
A	IB00000007XH	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80M	CRESCHZZ80M	04836	SEPA		
A	IB00000007XI	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80N	CRESCHZZ80N	04845	SEPA		
A	IB00000007XJ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80O	CRESCHZZ80O	05215	SEPA		
A	IB00000007XK	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80P	CRESCHZZ80P	04848	SEPA		
A	IB00000007XL	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80R	CRESCHZZ80R	04870	SEPA		
A	IB00000007XM	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80T	CRESCHZZ80T	04872	SEPA		
A	IB00000007XN	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80V	CRESCHZZ80V	04383	SEPA		
A	IB00000007XO	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80W	CRESCHZZ80W	04858	SEPA		
A	IB00000007XP	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80X	CRESCHZZ80X	00560	SEPA		
A	IB00000007XQ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80X	CRESCHZZ80X	00562	SEPA		
A	IB00000007XR	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80Z	CRESCHZZ80Z	00563	SEPA		
A	IB00000007XS	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80Z	CRESCHZZ80Z	05343	SEPA		
A	IB00000007XT	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ81E	CRESCHZZ81E	05336	SEPA		
A	IB00000007XU	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ81M	CRESCHZZ81M	04144	SEPA		
A	IB00000007XV	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ81M	CRESCHZZ81M	04210	SEPA		
A	IB00000007XW	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ81Z	CRESCHZZ81Z	05611	SEPA		
A	IB00000007XX	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ82A	CRESCHZZ82A	04659	SEPA		
A	IB00000007XY	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ82D	CRESCHZZ82D	00583	SEPA		
A	IB00000007XZ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ82P	CRESCHZZ82P	04400	SEPA		
A	IB00000007Y0	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ82R	CRESCHZZ82R	05314	SEPA		
A	IB00000007Y1	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ82S	CRESCHZZ82S	05353	SEPA		
A	IB00000007Y2	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ83C	CRESCHZZ83C	04772	SEPA		
A	IB00000007Y3	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ83D	CRESCHZZ83D	00585	SEPA		
A	IB00000007Y4	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ83R	CRESCHZZ83R	00586	SEPA		
A	IB00000007Y5	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ84A	CRESCHZZ84A	04795	SEPA		
A	IB00000007Y6	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ84C	CRESCHZZ84C	04796	SEPA		
A	IB00000007Y7	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ84R	CRESCHZZ84R	00553	SEPA		
A	IB00000007Y8	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ85A	CRESCHZZ85A	04230	SEPA		
A	IB00000007Y9	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ85C	CRESCHZZ85C	04777	SEPA		
A	IB00000007YA	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ85F	CRESCHZZ85F	00503	SEPA		
A	IB00000007YB	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ85F	CRESCHZZ85F	04616	SEPA		
A	IB00000007YC	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ86A	CRESCHZZ86A	04199	SEPA		
A	IB00000007YD	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ86B	CRESCHZZ86B	04671	SEPA		
A	IB00000007YE	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ86B	CRESCHZZ86B	04737	SEPA		
A	IB00000007YF	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ86E	CRESCHZZ86E	00548	SEPA		
A	IB00000007YG	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ86M	CRESCHZZ86M	04373	SEPA		
A	IB00000007YH	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ86M	CRESCHZZ86M	04595	SEPA		
A	IB00000007YI	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ86S	CRESCHZZ86S	00551	SEPA		
A	IB00000007YJ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ86S	CRESCHZZ86S	00593	SEPA		
A	IB00000007YK	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ87A	CRESCHZZ87A	04405	SEPA		
A	IB00000007YL	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ87B	CRESCHZZ87B	04818	SEPA		
A	IB00000007YM	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ87F	CRESCHZZ87F	04694	SEPA		
A	IB00000007YN	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ87L	CRESCHZZ87L	04323	SEPA		
A	IB00000007YO	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ87R	CRESCHZZ87R	00524	SEPA		
A	IB00000007YP	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ87R	CRESCHZZ87R	00529	SEPA		
A	IB00000007YQ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ88F	CRESCHZZ88F	04570	SEPA		
A	IB00000007YR	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ88G	CRESCHZZ88G	04355	SEPA		
A	IB00000007YS	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ88H	CRESCHZZ88H	04209	SEPA		
A	IB00000007YT	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ88H	CRESCHZZ88H	04765	SEPA		
A	IB00000007YU	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ88L	CRESCHZZ88L	00515	SEPA		
A	IB00000007YV	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ88M	CRESCHZZ88M	04412	SEPA		
A	IB00000007YW	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ88R	CRESCHZZ88R	00546	SEPA		
A	IB00000007YX	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ89A	CRESCHZZ89A	05365	SEPA		
A	IB00000007YY	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ89E	CRESCHZZ89E	00514	SEPA		
A	IB00000007YZ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ89E	CRESCHZZ89E	04193	SEPA		
A	IB00000007Z0	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ90A	CRESCHZZ90A	04637	SEPA		
A	IB00000007Z1	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ90A	CRESCHZZ90A	04642	SEPA		
A	IB00000007Z2	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ92D	CRESCHZZ92D	04741	SEPA		
A	IB00000007Z3	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ94N	CRESCHZZ94N	04023	SEPA		
A	IB00000007Z4	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ94P	CRESCHZZ94P	04141	SEPA		
A	IB00000007Z5	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ94S	CRESCHZZ94S	05368	SEPA		
A	IB00000007Z6	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ95R	CRESCHZZ95R	00552	SEPA		
A	IB00000007ZL	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ10S	CRESCHZZ10S	00572	SEPA		
A	IB00000007ZO	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ65E	CRESCHZZ65E	00581	SEPA		
A	IB00000007ZP	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ86N	CRESCHZZ86N	00589	SEPA		
A	IB00000007ZQ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ68T	CRESCHZZ68T	00592	SEPA		
A	IB00000007ZR	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ81G	CRESCHZZ81G	00595	SEPA		
A	IB00000007ZZ	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ68F	CRESCHZZ68F	04055	SEPA		
A	IB0000000800	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ10C	CRESCHZZ10C	04083	SEPA		
A	IB0000000801	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ69M	CRESCHZZ69M	04155	SEPA		
A	IB0000000802	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ83M	CRESCHZZ83M	04192	SEPA		
A	IB0000000803	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ63P	CRESCHZZ63P	04216	SEPA		
A	IB0000000804	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ70C	CRESCHZZ70C	04226	SEPA		
A	IB0000000805	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ62L	CRESCHZZ62L	04353	SEPA		
A	IB0000000806	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ71A	CRESCHZZ71A	04363	SEPA		
A	IB0000000807	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80V	CRESCHZZ80V	04384	SEPA		
A	IB0000000808	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ75L	CRESCHZZ75L	04655	SEPA		
A	IB0000000809	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ19A	CRESCHZZ19A	04658	SEPA		
A	IB000000080A	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ89D	CRESCHZZ89D	04663	SEPA		
A	IB000000080B	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ12V	CRESCHZZ12V	04720	SEPA		
A	IB000000080C	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ39G	CRESCHZZ39G	04758	SEPA		
A	IB000000080D	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZXXX	CRESCHZZXXX	04770	SEPA		
A	IB000000080F	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ80Q	CRESCHZZ80Q	05195	SEPA		
A	IB000000080G	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ19R	CRESCHZZ19R	05301	SEPA		
A	IB000000080H	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ81B	CRESCHZZ81B	05305	SEPA		
A	IB000000080I	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ81G	CRESCHZZ81G	05309	SEPA		
A	IB000000080J	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ12X	CRESCHZZ12X	05311	SEPA		
A	IB000000080K	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ27I	CRESCHZZ27I	05315	SEPA		
A	IB000000080M	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ18P	CRESCHZZ18P	05331	SEPA		
A	IB000000080N	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ87M	CRESCHZZ87M	05337	SEPA		
A	IB000000080P	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ25F	CRESCHZZ25F	05345	SEPA		
A	IB000000080Q	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ12Q	CRESCHZZ12Q	05354	SEPA		
A	IB000000080R	CREDIT SUISSE AG	SWITZERLAND	CH	CH	CRESCHZZ39R	CRESCHZZ39R	05378	SEPA		
A	IB00000008V5	SPARKASSE PFORZHEIM CALW	GERMANY	DE	DE	PZHSDE66CAL	PZHSDE66CAL	60651070	SEPA		
A	IB00000008V7	SPARKASSE MITTELMOSEL - EIFEL MOSEL HUNSRUECK	GERMANY	DE	DE	MALADE51COC	SOLADESTXXX	57051870	SEPA		
A	IB00000008V8	SPARKASSE CELLE	GERMANY	DE	DE	NOLADE21CEL	NOLADE2HXXX	25750001	SEPA		
A	IB00000008VB	SPARKASSE IM LANDKREIS CHAM	GERMANY	DE	DE	BYLADEM1CHM	BYLADEMMXXX	74251020	SEPA		
A	IB000000095G	SPARKASSE COBURG-LICHTENFELS	GERMANY	DE	DE	BYLADEM1COB	BYLADEMMXXX	78350000	SEPA		
A	IB000000095I	SPARKASSE KOELNBONN (FORMER STADTSPARKASSE KOELN)	GERMANY	DE	DE	COLSDE33XXX	COLSDE33XXX	37050198	SEPA		
A	IB000000095T	SPARKASSE DACHAU	GERMANY	DE	DE	BYLADEM1DAH	BYLADEMMXXX	70051540	SEPA		
A	IB000000095X	SPARKASSE DEGGENDORF	GERMANY	DE	DE	BYLADEM1DEG	BYLADEMMXXX	74150000	SEPA		
A	IB00000009SX	SPARKASSE DILLENBURG	GERMANY	DE	DE	HELADEF1DIL	HELADEFFXXX	51650045	SEPA		
A	IB00000009SY	SPARKASSE DINSLAKEN - VOERDE - HUENXE	GERMANY	DE	DE	WELADED1DIN	WELADEDDXXX	35251000	SEPA		
A	IB00000009T1	SPARKASSE RHEIN-HAARDT	GERMANY	DE	DE	MALADE51DKH	SOLADESTXXX	54651240	SEPA		
A	IB00000009T3	SPARKASSE SCHWARZWALD-BAAR	GERMANY	DE	DE	SOLADES1DOE	SOLADESTXXX	69451070	SEPA		
A	IB00000009T4	SPARKASSE DONAUWOERTH	GERMANY	DE	DE	BYLADEM1DON	BYLADEMMXXX	72250160	SEPA		
A	IB00000009T5	SPARKASSE DORTMUND	GERMANY	DE	DE	DORTDE33XXX	DORTDE33XXX	44050199	SEPA		
A	IB0000000AE3	SPARKASSE DUDERSTADT	GERMANY	DE	DE	NOLADE21DUD	NOLADE2HXXX	26051260	SEPA		
A	IB0000000AE4	SPARKASSE DUISBURG	GERMANY	DE	DE	DUISDE33XXX	DUISDE33XXX	35050000	SEPA		
A	IB0000000AE5	SPARKASSE WESTMUENSTERLAND	GERMANY	DE	DE	WELADE3WXXX	WELADE3WXXX	40154530	SEPA		
